source_species	input_gene	normalized_gene	human_ensembl	human_symbol	status	reason	updated_at
mouse	Kcna5	Kcna5	ENSG00000130037	KCNA5	mapped		2026-05-26T14:50:08+00:00
mouse	Kcnb2	Kcnb2			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:50:11+00:00
mouse	Kcnc4	Kcnc4	ENSG00000116396	KCNC4	mapped		2026-05-26T14:50:14+00:00
mouse	Kcnd3	Kcnd3	ENSG00000171385	KCND3	mapped		2026-05-26T14:50:17+00:00
mouse	Kcng4	Kcng4	ENSG00000168418	KCNG4	mapped		2026-05-26T14:50:20+00:00
mouse	Kcnh1	Kcnh1	ENSG00000143473	KCNH1	mapped		2026-05-26T14:50:23+00:00
mouse	Kcnj10	Kcnj10	ENSG00000177807	KCNJ10	mapped		2026-05-26T14:50:26+00:00
mouse	Kcnj11	Kcnj11	ENSG00000187486	KCNJ11	mapped		2026-05-26T14:50:30+00:00
mouse	Kcnj16	Kcnj16	ENSG00000153822	KCNJ16	mapped		2026-05-26T14:50:33+00:00
mouse	Kcnj2	Kcnj2	ENSG00000123700	KCNJ2	mapped		2026-05-26T14:50:35+00:00
mouse	Kcnj8	Kcnj8	ENSG00000121361	KCNJ8	mapped		2026-05-26T14:50:38+00:00
mouse	Kcnk2	Kcnk2	ENSG00000082482	KCNK2	mapped		2026-05-26T14:50:41+00:00
mouse	Kcnk3	Kcnk3	ENSG00000171303	KCNK3	mapped		2026-05-26T14:50:44+00:00
mouse	Kcnk6	Kcnk6	ENSG00000099337	KCNK6	mapped		2026-05-26T14:50:47+00:00
mouse	Kcnmb1	Kcnmb1	ENSG00000145936	KCNMB1	mapped		2026-05-26T14:50:50+00:00
mouse	Kcnmb2	Kcnmb2	ENSG00000197584	KCNMB2	mapped		2026-05-26T14:50:53+00:00
mouse	Kcnmb4	Kcnmb4	ENSG00000135643	KCNMB4	mapped		2026-05-26T14:50:57+00:00
mouse	Kcnn2	Kcnn2	ENSG00000080709	KCNN2	mapped		2026-05-26T14:51:00+00:00
mouse	Kcnn3	Kcnn3	ENSG00000143603	KCNN3	mapped		2026-05-26T14:51:03+00:00
mouse	Kctd12	Kctd12	ENSG00000178695	KCTD12	mapped		2026-05-26T14:51:06+00:00
mouse	Kctd2	Kctd2	ENSG00000180901	KCTD2	mapped		2026-05-26T14:51:09+00:00
mouse	Kctd8	Kctd8	ENSG00000183783	KCTD8	mapped		2026-05-26T14:51:12+00:00
mouse	Kdm6b	Kdm6b	ENSG00000132510	KDM6B	mapped		2026-05-26T14:51:16+00:00
mouse	Kdr	Kdr	ENSG00000128052	KDR	mapped		2026-05-26T14:51:19+00:00
mouse	Kif5a	Kif5a	ENSG00000155980	KIF5A	mapped		2026-05-26T14:51:23+00:00
mouse	Kif5b	Kif5b	ENSG00000170759	KIF5B	mapped		2026-05-26T14:51:25+00:00
mouse	Kit	Kit	ENSG00000157404	KIT	mapped		2026-05-26T14:51:29+00:00
mouse	Klf2	Klf2	ENSG00000127528	KLF2	mapped		2026-05-26T14:51:32+00:00
mouse	Klf3	Klf3	ENSG00000109787	KLF3	mapped		2026-05-26T14:51:35+00:00
mouse	Klf5	Klf5	ENSG00000102554	KLF5	mapped		2026-05-26T14:51:38+00:00
mouse	Klf6	Klf6	ENSG00000067082	KLF6	mapped		2026-05-26T14:51:41+00:00
mouse	Klf7	Klf7	ENSG00000118263	KLF7	mapped		2026-05-26T14:51:44+00:00
mouse	Klhl1	Klhl1	ENSG00000150361	KLHL1	mapped		2026-05-26T14:51:47+00:00
mouse	Klhl14	Klhl14	ENSG00000197705	KLHL14	mapped		2026-05-26T14:51:50+00:00
mouse	Klk6	Klk6	ENSG00000167755	KLK6	mapped		2026-05-26T14:51:53+00:00
mouse	Kptn	Kptn	ENSG00000118162	KPTN	mapped		2026-05-26T14:51:56+00:00
mouse	Krt12	Krt12	ENSG00000187242	KRT12	mapped		2026-05-26T14:51:59+00:00
mouse	Krt19	Krt19	ENSG00000171345	KRT19	mapped		2026-05-26T14:52:01+00:00
mouse	Krt80	Krt80	ENSG00000167767	KRT80	mapped		2026-05-26T14:52:05+00:00
mouse	Lama2	Lama2	ENSG00000196569	LAMA2	mapped		2026-05-26T14:52:08+00:00
mouse	Lama4	Lama4	ENSG00000112769	LAMA4	mapped		2026-05-26T14:52:11+00:00
mouse	Lama5	Lama5	ENSG00000130702	LAMA5	mapped		2026-05-26T14:52:14+00:00
mouse	Lamb2	Lamb2	ENSG00000172037	LAMB2	mapped		2026-05-26T14:52:17+00:00
mouse	Lamc1	Lamc1	ENSG00000135862	LAMC1	mapped		2026-05-26T14:52:20+00:00
mouse	Lamp1	Lamp1	ENSG00000185896	LAMP1	mapped		2026-05-26T14:52:23+00:00
mouse	Lamp5	Lamp5	ENSG00000125869	LAMP5	mapped		2026-05-26T14:52:25+00:00
mouse	Lancl3	Lancl3	ENSG00000147036	LANCL3	mapped		2026-05-26T14:52:28+00:00
mouse	Layn	Layn	ENSG00000204381	LAYN	mapped		2026-05-26T14:52:31+00:00
mouse	Lbh	Lbh	ENSG00000213626	LBH	mapped		2026-05-26T14:52:34+00:00
mouse	Lbx1	Lbx1	ENSG00000138136	LBX1	mapped		2026-05-26T14:52:38+00:00
mouse	Lck	Lck	ENSG00000182866	LCK	mapped		2026-05-26T14:52:41+00:00
mouse	Lcn2	Lcn2	ENSG00000148346	LCN2	mapped		2026-05-26T14:52:44+00:00
mouse	Lcp1	Lcp1	ENSG00000136167	LCP1	mapped		2026-05-26T14:52:47+00:00
mouse	Ldb3	Ldb3	ENSG00000122367	LDB3	mapped		2026-05-26T14:52:50+00:00
mouse	Lef1	Lef1	ENSG00000138795	LEF1	mapped		2026-05-26T14:52:54+00:00
mouse	Lefty1	Lefty1			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:52:57+00:00
mouse	Lgals1	Lgals1	ENSG00000100097	LGALS1	mapped		2026-05-26T14:53:00+00:00
mouse	Lgals3	Lgals3	ENSG00000131981	LGALS3	mapped		2026-05-26T14:53:03+00:00
mouse	Lhfpl2	Lhfpl2	ENSG00000145685	LHFPL2	mapped		2026-05-26T14:53:06+00:00
mouse	Lhx1	Lhx1	ENSG00000273706	LHX1	mapped		2026-05-26T14:53:09+00:00
mouse	Lhx1os	Lhx1os			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:53:12+00:00
mouse	Lhx6	Lhx6	ENSG00000106852	LHX6	mapped		2026-05-26T14:53:14+00:00
mouse	Lima1	Lima1	ENSG00000050405	LIMA1	mapped		2026-05-26T14:53:17+00:00
mouse	Lims2	Lims2	ENSG00000072163	LIMS2	mapped		2026-05-26T14:53:20+00:00
mouse	Lingo4	Lingo4	ENSG00000213171	LINGO4	mapped		2026-05-26T14:53:23+00:00
mouse	Lmx1a	Lmx1a	ENSG00000162761	LMX1A	mapped		2026-05-26T14:53:26+00:00
mouse	Loxl2	Loxl2	ENSG00000134013	LOXL2	mapped		2026-05-26T14:53:29+00:00
mouse	Lpar1	Lpar1	ENSG00000198121	LPAR1	mapped		2026-05-26T14:53:33+00:00
mouse	Lpar2	Lpar2	ENSG00000064547	LPAR2	mapped		2026-05-26T14:53:36+00:00
mouse	Lpar3	Lpar3	ENSG00000171517	LPAR3	mapped		2026-05-26T14:53:38+00:00
mouse	Lpar6	Lpar6	ENSG00000139679	LPAR6	mapped		2026-05-26T14:53:41+00:00
mouse	Lpcat2	Lpcat2	ENSG00000087253	LPCAT2	mapped		2026-05-26T14:53:44+00:00
mouse	Lrfn1	Lrfn1	ENSG00000128011	LRFN1	mapped		2026-05-26T14:53:48+00:00
mouse	Lrfn3	Lrfn3	ENSG00000126243	LRFN3	mapped		2026-05-26T14:53:51+00:00
mouse	Lrfn4	Lrfn4	ENSG00000173621	LRFN4	mapped		2026-05-26T14:53:54+00:00
mouse	Lrfn5	Lrfn5	ENSG00000165379	LRFN5	mapped		2026-05-26T14:53:57+00:00
mouse	Lrg1	Lrg1	ENSG00000171236	LRG1	mapped		2026-05-26T14:54:00+00:00
mouse	Lrrc4b	Lrrc4b	ENSG00000131409	LRRC4B	mapped		2026-05-26T14:54:03+00:00
mouse	Lrrc4c	Lrrc4c	ENSG00000148948	LRRC4C	mapped		2026-05-26T14:54:06+00:00
mouse	Lrrfip2	Lrrfip2	ENSG00000093167	LRRFIP2	mapped		2026-05-26T14:54:10+00:00
mouse	Lrrtm4	Lrrtm4	ENSG00000176204	LRRTM4	mapped		2026-05-26T14:54:13+00:00
mouse	Lsamp	Lsamp	ENSG00000185565	LSAMP	mapped		2026-05-26T14:54:16+00:00
mouse	Ltk	Ltk	ENSG00000062524	LTK	mapped		2026-05-26T14:54:19+00:00
mouse	Lum	Lum	ENSG00000139329	LUM	mapped		2026-05-26T14:54:22+00:00
mouse	Luzp2	Luzp2	ENSG00000187398	LUZP2	mapped		2026-05-26T14:54:25+00:00
mouse	Ly6a	Ly6a			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:54:28+00:00
mouse	Ly6c1	Ly6c1			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:54:30+00:00
mouse	Ly6e	Ly6e	ENSG00000160932	LY6E	mapped		2026-05-26T14:54:33+00:00
mouse	Ly86	Ly86	ENSG00000112799	LY86	mapped		2026-05-26T14:54:36+00:00
mouse	Lyn	Lyn	ENSG00000254087	LYN	mapped		2026-05-26T14:54:39+00:00
mouse	Lypd2	Lypd2	ENSG00000197353	LYPD2	mapped		2026-05-26T14:54:42+00:00
mouse	Lypd6	Lypd6	ENSG00000187123	LYPD6	mapped		2026-05-26T14:54:46+00:00
mouse	Lypd6b	Lypd6b	ENSG00000150556	LYPD6B	mapped		2026-05-26T14:54:49+00:00
mouse	Lyve1	Lyve1	ENSG00000133800	LYVE1	mapped		2026-05-26T14:54:52+00:00
mouse	Lyz2	Lyz2			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:54:55+00:00
mouse	Lzts1	Lzts1	ENSG00000061337	LZTS1	mapped		2026-05-26T14:54:59+00:00
mouse	Maf	Maf	ENSG00000178573	MAF	mapped		2026-05-26T14:55:02+00:00
mouse	Maff	Maff	ENSG00000185022	MAFF	mapped		2026-05-26T14:55:05+00:00
mouse	Mag	Mag	ENSG00000105695	MAG	mapped		2026-05-26T14:55:08+00:00
mouse	Magi1	Magi1	ENSG00000151276	MAGI1	mapped		2026-05-26T14:55:12+00:00
mouse	Magi3	Magi3	ENSG00000081026	MAGI3	mapped		2026-05-26T14:55:15+00:00
mouse	Mal	Mal	ENSG00000172005	MAL	mapped		2026-05-26T14:55:18+00:00
mouse	Maml3	Maml3	ENSG00000196782	MAML3	mapped		2026-05-26T14:55:22+00:00
mouse	Manf	Manf	ENSG00000145050	MANF	mapped		2026-05-26T14:55:25+00:00
mouse	Maob	Maob	ENSG00000069535	MAOB	mapped		2026-05-26T14:55:28+00:00
mouse	Map3k7cl	Map3k7cl			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:55:31+00:00
mouse	Mapk3	Mapk3	ENSG00000102882	MAPK3	mapped		2026-05-26T14:55:35+00:00
mouse	Mapk8ip1	Mapk8ip1	ENSG00000121653	MAPK8IP1	mapped		2026-05-26T14:55:38+00:00
mouse	Marcks	Marcks	ENSG00000277443	MARCKS	mapped		2026-05-26T14:55:41+00:00
mouse	Mark2	Mark2	ENSG00000072518	MARK2	mapped		2026-05-26T14:55:44+00:00
mouse	Matn2	Matn2	ENSG00000132561	MATN2	mapped		2026-05-26T14:55:47+00:00
mouse	Matn4	Matn4	ENSG00000124159	MATN4	mapped		2026-05-26T14:55:50+00:00
mouse	Mbp	Mbp	ENSG00000197971	MBP	mapped		2026-05-26T14:55:54+00:00
mouse	Mcm6	Mcm6	ENSG00000076003	MCM6	mapped		2026-05-26T14:55:57+00:00
mouse	Mctp2	Mctp2	ENSG00000140563	MCTP2	mapped		2026-05-26T14:56:00+00:00
mouse	Mdm2	Mdm2	ENSG00000135679	MDM2	mapped		2026-05-26T14:56:04+00:00
mouse	Mecp2	Mecp2	ENSG00000169057	MECP2	mapped		2026-05-26T14:56:07+00:00
mouse	Med20	Med20	ENSG00000124641	MED20	mapped		2026-05-26T14:56:10+00:00
mouse	Megf11	Megf11	ENSG00000157890	MEGF11	mapped		2026-05-26T14:56:14+00:00
mouse	Meis2	Meis2	ENSG00000134138	MEIS2	mapped		2026-05-26T14:56:17+00:00
mouse	Mertk	Mertk	ENSG00000153208	MERTK	mapped		2026-05-26T14:56:20+00:00
mouse	Met	Met	ENSG00000105976	MET	mapped		2026-05-26T14:56:24+00:00
mouse	Mfap3l	Mfap3l	ENSG00000198948	MFAP3L	mapped		2026-05-26T14:56:27+00:00
mouse	Mfap4	Mfap4	ENSG00000166482	MFAP4	mapped		2026-05-26T14:56:30+00:00
mouse	Mfge8	Mfge8	ENSG00000140545	MFGE8	mapped		2026-05-26T14:56:34+00:00
mouse	Mfsd2a	Mfsd2a	ENSG00000168389	MFSD2A	mapped		2026-05-26T14:56:37+00:00
mouse	Mgp	Mgp	ENSG00000111341	MGP	mapped		2026-05-26T14:56:40+00:00
mouse	Mgst1	Mgst1	ENSG00000008394	MGST1	mapped		2026-05-26T14:56:44+00:00
mouse	Mhrt	Mhrt			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:56:46+00:00
mouse	Mia	Mia	ENSG00000261857	MIA	mapped		2026-05-26T14:56:50+00:00
mouse	Mid1ip1	Mid1ip1	ENSG00000165175	MID1IP1	mapped		2026-05-26T14:56:53+00:00
mouse	Mki67	Mki67	ENSG00000148773	MKI67	mapped		2026-05-26T14:56:56+00:00
mouse	Mkx	Mkx	ENSG00000150051	MKX	mapped		2026-05-26T14:57:00+00:00
mouse	Mlc1	Mlc1	ENSG00000100427	MLC1	mapped		2026-05-26T14:57:03+00:00
mouse	Mlf1	Mlf1	ENSG00000178053	MLF1	mapped		2026-05-26T14:57:06+00:00
mouse	Mlst8	Mlst8	ENSG00000167965	MLST8	mapped		2026-05-26T14:57:09+00:00
mouse	Mmp2	Mmp2	ENSG00000087245	MMP2	mapped		2026-05-26T14:57:13+00:00
mouse	Mns1	Mns1	ENSG00000138587	MNS1	mapped		2026-05-26T14:57:16+00:00
mouse	Mob3b	Mob3b	ENSG00000120162	MOB3B	mapped		2026-05-26T14:57:19+00:00
mouse	Mobp	Mobp	ENSG00000168314	MOBP	mapped		2026-05-26T14:57:22+00:00
mouse	Mog	Mog	ENSG00000204655	MOG	mapped		2026-05-26T14:57:26+00:00
mouse	Moxd1	Moxd1	ENSG00000079931	MOXD1	mapped		2026-05-26T14:57:29+00:00
mouse	Mpz	Mpz	ENSG00000158887	MPZ	mapped		2026-05-26T14:57:32+00:00
mouse	Mrap2	Mrap2	ENSG00000135324	MRAP2	mapped		2026-05-26T14:57:36+00:00
mouse	Mrc1	Mrc1	ENSG00000260314	MRC1	mapped		2026-05-26T14:57:39+00:00
mouse	Mreg	Mreg	ENSG00000118242	MREG	mapped		2026-05-26T14:57:42+00:00
mouse	Ms4a6b	Ms4a6b			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:57:46+00:00
mouse	Ms4a6c	Ms4a6c			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:57:49+00:00
mouse	Ms4a6d	Ms4a6d			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:57:51+00:00
mouse	Msantd1	Msantd1	ENSG00000188981	MSANTD1	mapped		2026-05-26T14:57:55+00:00
mouse	Mt1	Mt1			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:57:58+00:00
mouse	Mt2	Mt2	ENSG00000187193	MT1X	mapped		2026-05-26T14:58:01+00:00
mouse	Mthfd2	Mthfd2	ENSG00000065911	MTHFD2	mapped		2026-05-26T14:58:04+00:00
mouse	Mtor	Mtor	ENSG00000198793	MTOR	mapped		2026-05-26T14:58:08+00:00
mouse	Mustn1	Mustn1	ENSG00000272573	MUSTN1	mapped		2026-05-26T14:58:12+00:00
mouse	Mybpc1	Mybpc1	ENSG00000196091	MYBPC1	mapped		2026-05-26T14:58:15+00:00
mouse	Myc	Myc	ENSG00000136997	MYC	mapped		2026-05-26T14:58:18+00:00
mouse	Mycn	Mycn			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:58:22+00:00
mouse	Myh11	Myh11	ENSG00000133392	MYH11	mapped		2026-05-26T14:58:26+00:00
mouse	Myh4	Myh4			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:58:29+00:00
mouse	Myh8	Myh8	ENSG00000133020	MYH8	mapped		2026-05-26T14:58:32+00:00
mouse	Myl1	Myl1	ENSG00000168530	MYL1	mapped		2026-05-26T14:58:36+00:00
mouse	Myl4	Myl4	ENSG00000198336	MYL4	mapped		2026-05-26T14:58:38+00:00
mouse	Myo6	Myo6	ENSG00000196586	MYO6	mapped		2026-05-26T14:58:42+00:00
mouse	Myo9a	Myo9a	ENSG00000066933	MYO9A	mapped		2026-05-26T14:58:46+00:00
mouse	Naaladl2	Naaladl2	ENSG00000177694	NAALADL2	mapped		2026-05-26T14:58:49+00:00
mouse	Nab1	Nab1	ENSG00000138386	NAB1	mapped		2026-05-26T14:58:52+00:00
mouse	Nap1l5	Nap1l5	ENSG00000177432	NAP1L5	mapped		2026-05-26T14:58:56+00:00
mouse	Nav3	Nav3	ENSG00000067798	NAV3	mapped		2026-05-26T14:58:59+00:00
mouse	Ncam1	Ncam1	ENSG00000149294	NCAM1	mapped		2026-05-26T14:59:03+00:00
mouse	Ncam2	Ncam2	ENSG00000154654	NCAM2	mapped		2026-05-26T14:59:07+00:00
mouse	Ncan	Ncan	ENSG00000130287	NCAN	mapped		2026-05-26T14:59:10+00:00
mouse	Nccrp1	Nccrp1	ENSG00000188505	NCCRP1	mapped		2026-05-26T14:59:13+00:00
mouse	Ncs1	Ncs1	ENSG00000107130	NCS1	mapped		2026-05-26T14:59:16+00:00
mouse	Ncstn	Ncstn	ENSG00000162736	NCSTN	mapped		2026-05-26T14:59:20+00:00
mouse	Ndnf	Ndnf	ENSG00000173376	NDNF	mapped		2026-05-26T14:59:23+00:00
mouse	Ndrg1	Ndrg1	ENSG00000104419	NDRG1	mapped		2026-05-26T14:59:27+00:00
mouse	Ndrg2	Ndrg2	ENSG00000165795	NDRG2	mapped		2026-05-26T14:59:30+00:00
mouse	Ndst3	Ndst3	ENSG00000164100	NDST3	mapped		2026-05-26T14:59:33+00:00
mouse	Ndufa4	Ndufa4	ENSG00000189043	NDUFA4	mapped		2026-05-26T14:59:36+00:00
mouse	Ndufa4l2	Ndufa4l2	ENSG00000185633	NDUFA4L2	mapped		2026-05-26T14:59:39+00:00
mouse	Neat1	Neat1			unmapped	no_human_one_to_one_ortholog	2026-05-26T14:59:42+00:00
mouse	Nectin1	Nectin1	ENSG00000110400	NECTIN1	mapped		2026-05-26T14:59:45+00:00
mouse	Nefh	Nefh	ENSG00000100285	NEFH	mapped		2026-05-26T14:59:48+00:00
mouse	Nefl	Nefl	ENSG00000277586	NEFL	mapped		2026-05-26T14:59:52+00:00
mouse	Nek6	Nek6	ENSG00000119408	NEK6	mapped		2026-05-26T14:59:55+00:00
mouse	Nell1	Nell1	ENSG00000165973	NELL1	mapped		2026-05-26T14:59:58+00:00
mouse	Nenf	Nenf	ENSG00000117691	NENF	mapped		2026-05-26T15:00:02+00:00
mouse	Neto2	Neto2	ENSG00000171208	NETO2	mapped		2026-05-26T15:00:05+00:00
mouse	Neurod1	Neurod1	ENSG00000162992	NEUROD1	mapped		2026-05-26T15:00:08+00:00
mouse	Neurod6	Neurod6	ENSG00000164600	NEUROD6	mapped		2026-05-26T15:00:11+00:00
mouse	Nf1	Nf1	ENSG00000196712	NF1	mapped		2026-05-26T15:00:15+00:00
mouse	Nfatc2	Nfatc2	ENSG00000101096	NFATC2	mapped		2026-05-26T15:00:18+00:00
mouse	Nfkbia	Nfkbia	ENSG00000100906	NFKBIA	mapped		2026-05-26T15:00:21+00:00
mouse	Nfkbiz	Nfkbiz	ENSG00000144802	NFKBIZ	mapped		2026-05-26T15:00:25+00:00
mouse	Ngb	Ngb	ENSG00000165553	NGB	mapped		2026-05-26T15:00:28+00:00
mouse	Ngdn	Ngdn	ENSG00000129460	NGDN	mapped		2026-05-26T15:00:31+00:00
mouse	Nhsl1	Nhsl1	ENSG00000135540	NHSL1	mapped		2026-05-26T15:00:34+00:00
mouse	Ninj2	Ninj2	ENSG00000171840	NINJ2	mapped		2026-05-26T15:00:38+00:00
mouse	Nkx2-1	Nkx2-1	ENSG00000136352	NKX2-1	mapped		2026-05-26T15:00:41+00:00
mouse	Nkx2-2	Nkx2-2	ENSG00000125820	NKX2-2	mapped		2026-05-26T15:00:45+00:00
mouse	Nmb	Nmb	ENSG00000197696	NMB	mapped		2026-05-26T15:00:49+00:00
mouse	Nme8	Nme8	ENSG00000086288	NME8	mapped		2026-05-26T15:00:52+00:00
mouse	Nmu	Nmu	ENSG00000109255	NMU	mapped		2026-05-26T15:00:56+00:00
mouse	Nnat	Nnat			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:00:58+00:00
mouse	Nos1	Nos1	ENSG00000089250	NOS1	mapped		2026-05-26T15:01:02+00:00
mouse	Nos3	Nos3	ENSG00000164867	NOS3	mapped		2026-05-26T15:01:05+00:00
mouse	Notch2	Notch2	ENSG00000134250	NOTCH2	mapped		2026-05-26T15:01:08+00:00
mouse	Notum	Notum	ENSG00000185269	NOTUM	mapped		2026-05-26T15:01:11+00:00
mouse	Npas3	Npas3	ENSG00000151322	NPAS3	mapped		2026-05-26T15:01:15+00:00
mouse	Npffr1	Npffr1	ENSG00000148734	NPFFR1	mapped		2026-05-26T15:01:19+00:00
mouse	Npnt	Npnt	ENSG00000168743	NPNT	mapped		2026-05-26T15:01:22+00:00
mouse	Nppa	Nppa	ENSG00000175206	NPPA	mapped		2026-05-26T15:01:27+00:00
mouse	Nppc	Nppc	ENSG00000163273	NPPC	mapped		2026-05-26T15:01:30+00:00
mouse	Npsr1	Npsr1	ENSG00000187258	NPSR1	mapped		2026-05-26T15:01:33+00:00
mouse	Npw	Npw	ENSG00000183971	NPW	mapped		2026-05-26T15:01:37+00:00
mouse	Nr1h4	Nr1h4	ENSG00000012504	NR1H4	mapped		2026-05-26T15:01:40+00:00
mouse	Nr2e1	Nr2e1	ENSG00000112333	NR2E1	mapped		2026-05-26T15:01:44+00:00
mouse	Nr2f2	Nr2f2	ENSG00000185551	NR2F2	mapped		2026-05-26T15:01:47+00:00
mouse	Nr3c1	Nr3c1	ENSG00000113580	NR3C1	mapped		2026-05-26T15:01:50+00:00
mouse	Nr3c2	Nr3c2	ENSG00000151623	NR3C2	mapped		2026-05-26T15:01:54+00:00
mouse	Nr4a1	Nr4a1	ENSG00000123358	NR4A1	mapped		2026-05-26T15:01:57+00:00
mouse	Nr4a2	Nr4a2	ENSG00000153234	NR4A2	mapped		2026-05-26T15:02:00+00:00
mouse	Nrg1	Nrg1	ENSG00000157168	NRG1	mapped		2026-05-26T15:02:04+00:00
mouse	Nrgn	Nrgn	ENSG00000154146	NRGN	mapped		2026-05-26T15:02:07+00:00
mouse	Nrl	Nrl	ENSG00000129535	NRL	mapped		2026-05-26T15:02:10+00:00
mouse	Nrp1	Nrp1	ENSG00000099250	NRP1	mapped		2026-05-26T15:02:13+00:00
mouse	Nsg1	Nsg1	ENSG00000168824	NSG1	mapped		2026-05-26T15:02:17+00:00
mouse	Nsmf	Nsmf	ENSG00000165802	NSMF	mapped		2026-05-26T15:02:20+00:00
mouse	Ntf3	Ntf3	ENSG00000185652	NTF3	mapped		2026-05-26T15:02:24+00:00
mouse	Ntn1	Ntn1	ENSG00000065320	NTN1	mapped		2026-05-26T15:02:28+00:00
mouse	Ntng1	Ntng1	ENSG00000162631	NTNG1	mapped		2026-05-26T15:02:32+00:00
mouse	Ntng2	Ntng2	ENSG00000196358	NTNG2	mapped		2026-05-26T15:02:34+00:00
mouse	Ntrk1	Ntrk1	ENSG00000198400	NTRK1	mapped		2026-05-26T15:02:37+00:00
mouse	Ntrk2	Ntrk2	ENSG00000148053	NTRK2	mapped		2026-05-26T15:02:41+00:00
mouse	Nts	Nts	ENSG00000133636	NTS	mapped		2026-05-26T15:02:44+00:00
mouse	Ntsr1	Ntsr1	ENSG00000101188	NTSR1	mapped		2026-05-26T15:02:47+00:00
mouse	Ntsr2	Ntsr2	ENSG00000169006	NTSR2	mapped		2026-05-26T15:02:50+00:00
mouse	Nudt4	Nudt4			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:02:53+00:00
mouse	Nudt9	Nudt9	ENSG00000170502	NUDT9	mapped		2026-05-26T15:02:57+00:00
mouse	Numb	Numb	ENSG00000133961	NUMB	mapped		2026-05-26T15:03:00+00:00
mouse	Nwd2	Nwd2	ENSG00000174145	NWD2	mapped		2026-05-26T15:03:05+00:00
mouse	Nxph1	Nxph1	ENSG00000122584	NXPH1	mapped		2026-05-26T15:03:08+00:00
mouse	Nxph4	Nxph4	ENSG00000182379	NXPH4	mapped		2026-05-26T15:03:14+00:00
mouse	Oasl2	Oasl2			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:03:17+00:00
mouse	Ogt	Ogt	ENSG00000147162	OGT	mapped		2026-05-26T15:03:20+00:00
mouse	Olfm1	Olfm1	ENSG00000130558	OLFM1	mapped		2026-05-26T15:03:23+00:00
mouse	Olfm2	Olfm2	ENSG00000105088	OLFM2	mapped		2026-05-26T15:03:26+00:00
mouse	Olfml2a	Olfml2a	ENSG00000185585	OLFML2A	mapped		2026-05-26T15:03:29+00:00
mouse	Olfml3	Olfml3	ENSG00000116774	OLFML3	mapped		2026-05-26T15:03:33+00:00
mouse	Olig1	Olig1	ENSG00000184221	OLIG1	mapped		2026-05-26T15:03:36+00:00
mouse	Olig2	Olig2	ENSG00000205927	OLIG2	mapped		2026-05-26T15:03:39+00:00
mouse	Opalin	Opalin	ENSG00000197430	OPALIN	mapped		2026-05-26T15:03:42+00:00
mouse	Ophn1	Ophn1	ENSG00000079482	OPHN1	mapped		2026-05-26T15:03:46+00:00
mouse	Oprk1	Oprk1	ENSG00000082556	OPRK1	mapped		2026-05-26T15:03:50+00:00
mouse	Osbpl3	Osbpl3	ENSG00000070882	OSBPL3	mapped		2026-05-26T15:03:53+00:00
mouse	Osgin2	Osgin2	ENSG00000164823	OSGIN2	mapped		2026-05-26T15:03:56+00:00
mouse	Osmr	Osmr	ENSG00000145623	OSMR	mapped		2026-05-26T15:04:00+00:00
mouse	Osr1	Osr1	ENSG00000143867	OSR1	mapped		2026-05-26T15:04:03+00:00
mouse	Otoa	Otoa	ENSG00000155719	OTOA	mapped		2026-05-26T15:04:06+00:00
mouse	Otof	Otof	ENSG00000115155	OTOF	mapped		2026-05-26T15:04:09+00:00
mouse	Otos	Otos	ENSG00000178602	OTOS	mapped		2026-05-26T15:04:13+00:00
mouse	Otx1	Otx1	ENSG00000115507	OTX1	mapped		2026-05-26T15:04:16+00:00
mouse	Otx2	Otx2	ENSG00000165588	OTX2	mapped		2026-05-26T15:04:20+00:00
mouse	Oxt	Oxt	ENSG00000101405	OXT	mapped		2026-05-26T15:04:22+00:00
mouse	Oxtr	Oxtr	ENSG00000180914	OXTR	mapped		2026-05-26T15:04:25+00:00
mouse	P2rx1	P2rx1	ENSG00000108405	P2RX1	mapped		2026-05-26T15:04:29+00:00
mouse	P2rx2	P2rx2	ENSG00000187848	P2RX2	mapped		2026-05-26T15:04:31+00:00
mouse	P2rx6	P2rx6	ENSG00000099957	P2RX6	mapped		2026-05-26T15:04:34+00:00
mouse	P2rx7	P2rx7	ENSG00000089041	P2RX7	mapped		2026-05-26T15:04:36+00:00
mouse	P2ry1	P2ry1	ENSG00000169860	P2RY1	mapped		2026-05-26T15:04:40+00:00
